name,sku,attribute_set,type,weight,model_0,working_width_inches,manufacture_part_number,item_type,main_category,alternate_category,manufacturer_name,equipment_type,power_type,portable_or_stationary,heating_type,diameter_inches,gpm,psi,water_flow_rate_gpm,max_temperature,ship_weight_lbs,maximum_rpm,pump,electrical,cc,amps,start,phase,load_capacity_lbs,engine,hp,pump_rpm,water_tank_gallons,voltage,axle,equipment_video_url,btu,burner,item_customizable,wty_type1,wty_type2,wty_type3,wty_type4,wty_type5,wty_type6,wty_type7,wty_type8,wty_type9,wty_type10,wty_type11,discount_1,discount_2,discount_3,discount_4,product_brochure_url,accessory_one_customize_item,accessory_two_customize_item,accessory_three_customize_item,accessory_four_customize_item,accessory_five_customize_item,accessory_six_customize_item,accessory_seven_customize_item,accessory_eight_customize_item,accessory_nine_customize_item,accessory_ten_customize_item,accessory_elvn_customize_item,accessory_one_item_part,accessory_two_item_part,accessory_three_item_part,accessory_four_item_part,accessory_five_item_part,accessory_six_item_part,accessory_seven_item_part,accessory_eight_item_part,accessory_nine_item_part,accessory_ten_item_part,accessory_elvn_item_part,category_ids,test,price,short_description,description,qty,status,is_in_stock,visibility,image,small_image,thumbnail,media_gallery
HD 3.5/30 ST Eb B,hd_st_eb_b_30,default,simple,,HD 3.5/30 ST Eb B,,1.575-307.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Cold Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","
",,3.5,3000,,,275,,Kärcher KM,,,19,,3ph,,,7.5,,,230V,,https://www.youtube.com/embed/6srMMdwlQPo,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgcUF0TFBka2IwWkk&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"9.801-002.0, 9.801-011.0, 9.801-012.0, 9.801-013.0, 9.801-031.0, 9.801-033.0, 8.903-043.0, 8.903-040.0, 9.801-034.0, 8.903-617.0, 8.941-546.0, 9.801-035.0, 9.801-036.0, 8.903-521.0, 9.802-265.0, 8.903-039.0","
","
","
","
","
","
","
","
",,,"5, 9",HD 3.5/30 ST Eb B,3569,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,HD-STEaB-M-0409-sm-01 (5).jpg,HD-STEaB-M-0409-sm-01 (5).jpg,HD-STEaB-M-0409-sm-01 (5).jpg,HD-STEaB-wheel-M-0409-sm-01.jpg;HD-STEaB-cart-M-0409-sm-01.jpg
HD 3.5/30 ST Ec B,hd_st_ec_b_30,default,simple,,HD 3.5/30 ST Ec B,,1.575-308.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Cold Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","
",,3.5,3000,,,270,,Kärcher Axial,,,11,,3ph,,,7.5,,,460V,,https://www.youtube.com/embed/EU4W728B-3o,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgcUF0TFBka2IwWkk&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"9.801-002.0, 9.801-011.0, 9.801-012.0, 9.801-013.0, 9.801-031.0, 9.801-033.0, 8.903-043.0, 8.903-040.0, 9.801-034.0, 8.903-617.0, 8.941-546.0, 9.801-035.0, 9.801-036.0, 8.903-521.0, 9.802-265.0, 8.903-039.0","
","
","
","
","
","
","
","
",,,"5, 9",HD 3.5/30 ST Ec B,3569,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,HD-STEaB-M-0409-sm-01 (6).jpg,HD-STEaB-M-0409-sm-01 (6).jpg,HD-STEaB-M-0409-sm-01 (6).jpg,HD-STEaB-wheel-M-0409-sm-01.jpg;HD-STEaB-cart-M-0409-sm-01.jpg
HD 3.5/30 ST Eg B,hd_st_eg_b_30,default,simple,,HD 3.5/30 ST Eg B,,1.575-309.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Cold Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","
",,3.5,3000,,,332,,Kärcher KD,,,38,,1ph,,,7.5,,,208V,,https://www.youtube.com/embed/6srMMdwlQPo,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgcUF0TFBka2IwWkk&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"9.801-002.0, 9.801-011.0, 9.801-012.0, 9.801-013.0, 9.801-031.0, 9.801-033.0, 8.903-043.0, 8.903-040.0, 9.801-034.0, 8.903-617.0, 8.941-546.0, 9.801-035.0, 9.801-036.0, 8.903-521.0, 9.802-265.0, 8.903-039.0","
","
","
","
","
","
","
","
",,,"5, 9",HD 3.5/30 ST Eg B,4929,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,HD-STEaB-M-0409-sm-01 (7).jpg,HD-STEaB-M-0409-sm-01 (7).jpg,HD-STEaB-M-0409-sm-01 (7).jpg,HD-STEaB-wheel-M-0409-sm-01.jpg;HD-STEaB-cart-M-0409-sm-01.jpg
HD 3.5/30 ST Eh B,hd_st_eh_b_30,default,simple,,HD 3.5/30 ST Eh B,,1.575-310.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Cold Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","
",,3.5,3000,,,271,,Kärcher KM,,,23,,3ph,,,7.5,,,208V,,https://www.youtube.com/embed/EU4W728B-3o,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgcUF0TFBka2IwWkk&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"9.801-002.0, 9.801-011.0, 9.801-012.0, 9.801-013.0, 9.801-031.0, 9.801-033.0, 8.903-043.0, 8.903-040.0, 9.801-034.0, 8.903-617.0, 8.941-546.0, 9.801-035.0, 9.801-036.0, 8.903-521.0, 9.802-265.0, 8.903-039.0","
","
","
","
","
","
","
","
",,,"5, 9",HD 3.5/30 ST Eh B,3669,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,HD-STEaB-M-0409-sm-01 (8).jpg,HD-STEaB-M-0409-sm-01 (8).jpg,HD-STEaB-M-0409-sm-01 (8).jpg,HD-STEaB-wheel-M-0409-sm-01.jpg;HD-STEaB-cart-M-0409-sm-01.jpg
HD 3.0/20-4M Ea,hd_4m_ea,default,simple,,HD 3.0/20-4M Ea,,1.524-126.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Cold Water Pressure Washer
","Electric Powered Pressure Washer
","Portable Pressure Washers
","
",,1.3-3.0,435-2000,,,105,,Kärcher KM,,,20,,1ph,,,4.7,,,220-240V,,https://www.youtube.com/embed/6srMMdwlQPo,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgRzlvaEprUnNWZzQ&authuser=0,"
","
","
","
","
","
","
","
","
","
",,"
","
","
","
","
","
","
","
","
",,,"5, 9",HD 3.0/20-4M Ea,2326,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,HD-STEaB-M-0409-sm-01 (9).jpg,HD-STEaB-M-0409-sm-01 (9).jpg,HD-STEaB-M-0409-sm-01 (9).jpg,HD-STEaB-wheel-M-0409-sm-01.jpg;HD-STEaB-cart-M-0409-sm-01.jpg
HD 3.0/30 PB,hd_pb_30,default,simple,,HD 3.0/30 PB,,1.575-152.0,Equipment,"Pressure Washing Equipment
","For Your Home
",Karcher,"Cold Water Pressure Washer
","Gas Powered Pressure Washer
","Portable Pressure Washers
","
",,3,3000,,,225,,Kärcher Axial,,270,,,3ph,,Honda GX270,,,,,,https://www.youtube.com/embed/EU4W728B-3o,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgZUI5bXpuMjdDQ1U&authuser=0,"
","
","
","
","
","
","
","
","
","
",,"
","
","
","
","
","
","
","
","
",,,"5, 9",HD 3.0/30 PB,2799,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,15241260_std_1-58678-CMYK-01.jpg,15241260_std_1-58678-CMYK-01.jpg,15241260_std_1-58678-CMYK-01.jpg,1.524-126.0 2-01.jpg;1.524-126.0 3-01.jpg
HD 3.7/35 PB,hd_pb_35,default,simple,,HD 3.7/35 PB,,1.575-154.0,Equipment,"Pressure Washing Equipment
","For Your Home
",Karcher,"Cold Water Pressure Washer
","Gas Powered Pressure Washer
","Portable Pressure Washers
","
",,3.7,3500,,,250,,Kärcher Axial,,389,,,3ph,,Honda GX390,,,,,,https://www.youtube.com/embed/6srMMdwlQPo,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgZUI5bXpuMjdDQ1U&authuser=0,"
","
","
","
","
","
","
","
","
","
",,"
","
","
","
","
","
","
","
","
",,,"5, 9",HD 3.7/35 PB,3099,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,"HD-3.0-30-PB,-HD-3.7-35-PB,-HD-3.jpg","HD-3.0-30-PB,-HD-3.7-35-PB,-HD-3.jpg","HD-3.0-30-PB,-HD-3.7-35-PB,-HD-3.jpg",
HD 3.0/40 PB,hd_pb_40,default,simple,,HD 3.0/40 PB,,1.575-155.0,Equipment,"Pressure Washing Equipment
","For Your Home
",Karcher,"Cold Water Pressure Washer
","Gas Powered Pressure Washer
","Portable Pressure Washers
","
",,3,4000,,,250,,Kärcher Axial,,389,,,3ph,,Honda GX390,,,,,,https://www.youtube.com/embed/EU4W728B-3o,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgZUI5bXpuMjdDQ1U&authuser=0,"
","
","
","
","
","
","
","
","
","
",,"
","
","
","
","
","
","
","
","
",,,"5, 9",HD 3.0/40 PB,3243,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,"HD-3.0-30-PB,-HD-3.7-35-PB,-HD-3 (1).jpg","HD-3.0-30-PB,-HD-3.7-35-PB,-HD-3 (1).jpg","HD-3.0-30-PB,-HD-3.7-35-PB,-HD-3 (1).jpg",
HD 3.5/30-4S Ea,hd_4s_ea_30,default,simple,,HD 3.5/30-4S Ea,,1.286-127.0,Equipment,"Pressure Washing Equipment
","For Your Home
",Karcher,"Cold Water Pressure Washer
","Electric Powered Pressure Washer
","Portable Pressure Washers
","
",,1.8-3.5,435-3000,,,168,,Kärcher Axial,,,30,,1ph,,,9,,,220-240V,,https://www.youtube.com/embed/6srMMdwlQPo,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgdXFRbnpPV2plekk&authuser=0,"
","
","
","
","
","
","
","
","
","
",,"
","
","
","
","
","
","
","
","
",,,"5, 9",HD 3.5/30-4S Ea,3787,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,"HD-3.0-30-PB,-HD-3.7-35-PB,-HD-3 (2).jpg","HD-3.0-30-PB,-HD-3.7-35-PB,-HD-3 (2).jpg","HD-3.0-30-PB,-HD-3.7-35-PB,-HD-3 (2).jpg",
HD 3.7/22-4S Eg,hd_4s_eg_22,default,simple,,HD 3.7/22-4S Eg,,1.286-115.0,Equipment,"Pressure Washing Equipment
","For Your Home
",Karcher,"Cold Water Pressure Washer
","Electric Powered Pressure Washer
","Portable Pressure Washers
","
",,1.8-3.7,435-2200,,,158,,Kärcher KM,,,30,,3ph,,,6.9,,,200-208V,,https://www.youtube.com/embed/EU4W728B-3o,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgdXFRbnpPV2plekk&authuser=0,"
","
","
","
","
","
","
","
","
","
",,"
","
","
","
","
","
","
","
","
",,,"5, 9",HD 3.7/22-4S Eg,3387,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,12861270_HD_3.5_30-4S_Ea-01.jpg,12861270_HD_3.5_30-4S_Ea-01.jpg,12861270_HD_3.5_30-4S_Ea-01.jpg,
HD 4.5/32-4S Eb,hd_4s_eb_32,default,simple,,HD 4.5/32-4S Eb,,1.286-128.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Cold Water Pressure Washer
","Electric Powered Pressure Washer
","Portable Pressure Washers
","
",,2.2-4.5,435-3200,,,182,,Kärcher KT,,,30,,3ph,,,10,,,230V,,https://www.youtube.com/embed/6srMMdwlQPo,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgdXFRbnpPV2plekk&authuser=0,"
","
","
","
","
","
","
","
","
","
",,"
","
","
","
","
","
","
","
","
",,,"5, 9",HD 4.5/32-4S Eb,3330,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,12861150_HD_37-22-4S_Eg-01.jpg,12861150_HD_37-22-4S_Eg-01.jpg,12861150_HD_37-22-4S_Eg-01.jpg,
HD 4.5/32-4S Ec,hd_4s_ec_32,default,simple,,HD 4.5/32-4S Ec,,1.286-129.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Cold Water Pressure Washer
","Electric Powered Pressure Washer
","Portable Pressure Washers
","
",,2.2-4.5,435-3200,,,182,,Kärcher KX,,,16,,3ph,,,10,,,460V,,https://www.youtube.com/embed/EU4W728B-3o,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgdXFRbnpPV2plekk&authuser=0,"
","
","
","
","
","
","
","
","
","
",,"
","
","
","
","
","
","
","
","
",,,"5, 9",HD 4.5/32-4S Ec,3330,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,12861270_HD_3.5_30-4S_Ea-01 (1).jpg,12861270_HD_3.5_30-4S_Ea-01 (1).jpg,12861270_HD_3.5_30-4S_Ea-01 (1).jpg,
HD 3.7/35 PB Cage,hd_pb_cage_35,default,simple,,HD 3.7/35 PB Cage,,1.575-205.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Cold Water Pressure Washer
","Gas Powered Pressure Washer
","Portable Pressure Washers
","
",,3.7,3500,,,350,,Kärcher KX,,389,,Recoil,3ph,,Honda GX390,,,,,,https://www.youtube.com/embed/6srMMdwlQPo,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgalFSdWVWM0NWSms&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"9.801-028.0, 9.801-029.0","
","
","
","
","
","
","
","
",,,"5, 9",HD 3.7/35 PB Cage,3399,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,12861270_HD_3.5_30-4S_Ea-01 (2).jpg,12861270_HD_3.5_30-4S_Ea-01 (2).jpg,12861270_HD_3.5_30-4S_Ea-01 (2).jpg,
HD 4.0/40 PB Cage,hd_pb_cage_40,default,simple,,HD 4.0/40 PB Cage,,1.575-207.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Cold Water Pressure Washer
","Gas Powered Pressure Washer
","Portable Pressure Washers
","
",,4,4000,,,470,,Kärcher KM,,479,,Recoil,3ph,,Vanguard 16,,,,,,https://www.youtube.com/embed/EU4W728B-3o,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgalFSdWVWM0NWSms&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"9.801-028.0, 9.801-029.0","
","
","
","
","
","
","
","
",,,"5, 9",HD 4.0/40 PB Cage,5399,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,HD4550PB Cage-M-0409-sm-01.jpg,HD4550PB Cage-M-0409-sm-01.jpg,HD4550PB Cage-M-0409-sm-01.jpg,
HD 4.0/50 PB Cage,hd_pb_cage_50,default,simple,,HD 4.0/50 PB Cage,,1.575-200.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Cold Water Pressure Washer
","Gas Powered Pressure Washer
","Portable Pressure Washers
","
",,4,5000,,,495,,Kärcher KH,,688,,Electric,3ph,,Honda GX630,,,,,,https://www.youtube.com/embed/6srMMdwlQPo,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgalFSdWVWM0NWSms&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"9.801-028.0, 9.801-029.0","
","
","
","
","
","
","
","
",,,"5, 9",HD 4.0/50 PB Cage,6299,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,HD4550PB Cage-M-0409-sm-01 (1).jpg,HD4550PB Cage-M-0409-sm-01 (1).jpg,HD4550PB Cage-M-0409-sm-01 (1).jpg,
HD 4.5/50 PB Cage,hd_pb_cage_50_1,default,simple,,HD 4.5/50 PB Cage,,1.575-201.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Cold Water Pressure Washer
","Gas Powered Pressure Washer
","Portable Pressure Washers
","
",,4.5,5000,,,500,,Kärcher KH,,688,,Electric,3ph,,Honda GX660,,,,,,https://www.youtube.com/embed/EU4W728B-3o,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgalFSdWVWM0NWSms&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"9.801-028.0, 9.801-029.0","
","
","
","
","
","
","
","
",,,"5, 9",HD 4.5/50 PB Cage,7249,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,HD4550PB Cage-M-0409-sm-01 (2).jpg,HD4550PB Cage-M-0409-sm-01 (2).jpg,HD4550PB Cage-M-0409-sm-01 (2).jpg,
HD 3.4/30 DB Cage,hd_db_cage_30,default,simple,,HD 3.4/30 DB Cage,,1.575-202.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Cold Water Pressure Washer
","Gas Powered Pressure Washer
","Portable Pressure Washers
","
",,3.4,3000,,,410,,Kärcher Axial,,404,,Electric,3ph,,Kohler KD420,,,,,,https://www.youtube.com/embed/6srMMdwlQPo,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgalFSdWVWM0NWSms&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"9.801-028.0, 9.801-029.0","
","
","
","
","
","
","
","
",,,"5, 9",HD 3.4/30 DB Cage,6129,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,HD4550PB Cage-M-0409-sm-01 (3).jpg,HD4550PB Cage-M-0409-sm-01 (3).jpg,HD4550PB Cage-M-0409-sm-01 (3).jpg,
HD 5.0/50 Eb Cage,hd_eb_cage_50,default,simple,,HD 5.0/50 Eb Cage,,1.107-084.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Cold Water Pressure Washer
","Electric Powered Pressure Washer
","Portable Pressure Washers
","
",,5,5000,,,480,,Kärcher KE,,,48,,3ph,,,20,,,230V,,https://www.youtube.com/embed/EU4W728B-3o,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgNWtwdHFIYXNHOFk&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,9.801-029.0,"
","
","
","
","
","
","
","
",,,"5, 9",HD 5.0/50 Eb Cage,7300,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,HD4550PB Cage-M-0409-sm-01 (4).jpg,HD4550PB Cage-M-0409-sm-01 (4).jpg,HD4550PB Cage-M-0409-sm-01 (4).jpg,
HD 5.0/50 Ec Cage,hd_ec_cage_50,default,simple,,HD 5.0/50 Ec Cage,,1.107-087.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Cold Water Pressure Washer
","Electric Powered Pressure Washer
","Portable Pressure Washers
","
",,5,5000,,,480,,Kärcher KE,,,26,,3ph,,,20,,,460V,,https://www.youtube.com/embed/6srMMdwlQPo,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgNWtwdHFIYXNHOFk&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,9.801-029.0,"
","
","
","
","
","
","
","
",,,"5, 9",HD 5.0/50 Ec Cage,7300,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,"HD-5.0-50-Eb-Cage,-HD-5.jpg","HD-5.0-50-Eb-Cage,-HD-5.jpg","HD-5.0-50-Eb-Cage,-HD-5.jpg",
HDS 1.7/12 U Ed,hds_u_ed_12,default,simple,,HDS 1.7/12 U Ed,,1.064-037.0,Equipment,"Pressure Washing Equipment
","For Your Home
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Portable Pressure Washers
","Diesel Heated
",,1.7,1200,,,150,,Kärcher KE,,,15,,3ph,,,2.2,,,120V,,https://www.youtube.com/embed/EU4W728B-3o,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgVnJ3c2JmUXdVSEk&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,1.064-037.0,"
","
","
","
","
","
","
","
",,,"5, 9",HDS 1.7/12 U Ed,3463,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,"HD-5.0-50-Eb-Cage,-HD-5 (1).jpg","HD-5.0-50-Eb-Cage,-HD-5 (1).jpg","HD-5.0-50-Eb-Cage,-HD-5 (1).jpg",
HDS 2.0/10 Ed Cage,hds_ed_10,default,simple,,HDS 2.0/10 Ed Cage,,1.575-511.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Portable Pressure Washers
","Diesel Heated
",,2.1,1000,,,480,,Kärcher Axial,,,15,,3ph,,,1.5,,,120V,,https://www.youtube.com/embed/6srMMdwlQPo,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgVnJ3c2JmUXdVSEk&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"9.801-024.0, 9.804-570.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 2.0/10 Ed Cage,3951,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,1.064-037.0_HDS_1.7-12_U_Ed-01.jpg,1.064-037.0_HDS_1.7-12_U_Ed-01.jpg,1.064-037.0_HDS_1.7-12_U_Ed-01.jpg,HDS-1-2.jpg;HDS-1-3.jpg
HDS 1.9/15 Ed Cage,hds_ed_15,default,simple,,HDS 1.9/15 Ed Cage,,1.575-512.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Portable Pressure Washers
","Diesel Heated
",,1.9,1500,,,480,,Kärcher Axial,,,20,,3ph,,,2,,,120V,,https://www.youtube.com/embed/EU4W728B-3o,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgVnJ3c2JmUXdVSEk&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"9.801-024.0, 9.804-570.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 1.9/15 Ed Cage,4095,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,1.575-511.0_HDS_20-10_Ed_Cage-01.jpg,1.575-511.0_HDS_20-10_Ed_Cage-01.jpg,1.575-511.0_HDS_20-10_Ed_Cage-01.jpg,
HDS 3.5/20 Ea Cage,hds_ed_20,default,simple,,HDS 3.5/20 Ea Cage,,1.575-513.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Portable Pressure Washers
","Diesel Heated
",,3.5,2000,,,500,,Kärcher KG,,,22,,3ph,,,5,,,230V,,https://www.youtube.com/embed/6srMMdwlQPo,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgVnJ3c2JmUXdVSEk&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"9.801-024.0, 9.804-570.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 3.5/20 Ea Cage,5013,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,1.575-511.0_HDS_20-10_Ed_Cage-01 (1).jpg,1.575-511.0_HDS_20-10_Ed_Cage-01 (1).jpg,1.575-511.0_HDS_20-10_Ed_Cage-01 (1).jpg,
HDS 2.3/12 C Ed,hds_c_ed_12,default,simple,,HDS 2.3/12 C Ed,,1.272-201.0,Equipment,"Pressure Washing Equipment
","For Your Home
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Portable Pressure Washers
","Diesel Heated
",,2.3,1100,,,270,,Kärcher KG,,,20,,3ph,,,2.8,,,110 -120V,,https://www.youtube.com/embed/EU4W728B-3o,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgZ29BTG9zMkQ0RE0&authuser=0,"
","
","
","
","
","
","
","
","
","
",,"
","
","
","
","
","
","
","
","
",,,"5, 9",HDS 2.3/12 C Ed,4016,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,1.575-511.0_HDS_20-10_Ed_Cage-01 (2).jpg,1.575-511.0_HDS_20-10_Ed_Cage-01 (2).jpg,1.575-511.0_HDS_20-10_Ed_Cage-01 (2).jpg,
HDS 3.0/20 C Ea,hds_c_ea_20,default,simple,,HDS 3.0/20 C Ea,,1.170-616.0,Equipment,"Pressure Washing Equipment
","For Your Home
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Portable Pressure Washers
","Diesel Heated
",,1.3-3.0,460-2000,,,279,,Kärcher KS,,,20,,3ph,,,5.6,,,220-240V,,https://www.youtube.com/embed/6srMMdwlQPo,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgZ29BTG9zMkQ0RE0&authuser=0,"
","
","
","
","
","
","
","
","
","
",,"
","
","
","
","
","
","
","
","
",,,"5, 9",HDS 3.0/20 C Ea,4952,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,1.170-616.0_HDS_3.0-20_C_Ea-01.jpg,1.170-616.0_HDS_3.0-20_C_Ea-01.jpg,1.170-616.0_HDS_3.0-20_C_Ea-01.jpg,"HDS-2.3-12-C-Ed,-HDS-3.0-2-1.jpg;HDS-2.3-12-C-Ed,-HDS-3.0-2-3.jpg"
HDS 2.8/25 P Cage,hds_p_cage_25,default,simple,,HDS 2.8/25 P Cage,,1.575-555.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Gas Powered Pressure Washer
","Portable Pressure Washers
","Diesel Heated
",,2.7,2400,,,404,,Kärcher KS,,211,,Recoil,3ph,,Subaru EX21,,,,,,https://www.youtube.com/embed/EU4W728B-3o,,12V DC,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgSlpkQkhQdUhYWkk&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"9.801-024.0, 9.804-570.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 2.8/25 P Cage,5329,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,1.170-616.0_HDS_3.0-20_C_Ea-01 (1).jpg,1.170-616.0_HDS_3.0-20_C_Ea-01 (1).jpg,1.170-616.0_HDS_3.0-20_C_Ea-01 (1).jpg,"HDS-2.3-12-C-Ed,-HDS-3.0-2-1 (1).jpg;HDS-2.3-12-C-Ed,-HDS-3.0-2-3 (1).jpg"
