name,sku,attribute_set,type,weight,model_0,working_width_inches,manufacture_part_number,item_type,main_category,alternate_category,manufacturer_name,equipment_type,power_type,portable_or_stationary,heating_type,diameter_inches,gpm,psi,water_flow_rate_gpm,max_temperature,ship_weight_lbs,maximum_rpm,pump,electrical,cc,amps,start,phase,load_capacity_lbs,engine,hp,pump_rpm,water_tank_gallons,voltage,axle,equipment_video_url,btu,burner,item_customizable,wty_type1,wty_type2,wty_type3,wty_type4,wty_type5,wty_type6,wty_type7,wty_type8,wty_type9,wty_type10,wty_type11,discount_1,discount_2,discount_3,discount_4,product_brochure_url,accessory_one_customize_item,accessory_two_customize_item,accessory_three_customize_item,accessory_four_customize_item,accessory_five_customize_item,accessory_six_customize_item,accessory_seven_customize_item,accessory_eight_customize_item,accessory_nine_customize_item,accessory_ten_customize_item,accessory_elvn_customize_item,accessory_one_item_part,accessory_two_item_part,accessory_three_item_part,accessory_four_item_part,accessory_five_item_part,accessory_six_item_part,accessory_seven_item_part,accessory_eight_item_part,accessory_nine_item_part,accessory_ten_item_part,accessory_elvn_item_part,category_ids,test,price,short_description,description,qty,status,is_in_stock,visibility,image,small_image,thumbnail,media_gallery
HDS 6.3/32 Eb ST LP,hds_eb_st_lp_32_63,default,simple,,HDS 6.3/32 Eb ST LP,,1.109-785.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","LPG Heated
",,6.3,3200,,,1825,,KT6035R,,,39,,,,,15,1525,,230V,,,507000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 6.3/32 Eb ST LP,10295,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 6.3/32 Ec ST LP,hds_ec_st_lp_32_63,default,simple,,HDS 6.3/32 Ec ST LP,,1.109-786.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","LPG Heated
",,6.3,3200,,,1825,,KX9536R,,,19,,,,,15,1525,,460V,,,507000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 6.3/32 Ec ST LP,10295,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 6.3/32 Ef ST LP,hds_ef_st_lp_32_63,default,simple,,HDS 6.3/32 Ef ST LP,,1.109-787.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","LPG Heated
",,6.3,3200,,,1825,,KX9536R,,,18,,,,,15,1525,,575V,,,507000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 6.3/32 Ef ST LP,10495,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 6.3/32 Eh ST LP,hds_eh_st_lp_32_63,default,simple,,HDS 6.3/32 Eh ST LP,,1.109-788.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","LPG Heated
",,6.3,3200,,,1825,,KX9536R,,,39,,,,,15,1525,,208V,,,507000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 6.3/32 Eh ST LP,10495,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 8.0/32 Eb ST LP,hds_eb_st_lp_32_8,default,simple,,HDS 8.0/32 Eb ST LP,,1.109-789.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","LPG Heated
",,8,3200,,,1840,,KX9536R,,,46,,,,,20,1458,,230V,,,658000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 8.0/32 Eb ST LP,11895,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 8.0/32 Ec ST LP,hds_ec_st_lp_32_8,default,simple,,HDS 8.0/32 Ec ST LP,,1.109-790.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","LPG Heated
",,8,3200,,,1840,,KX1036R,,,26,,,,,20,1458,,460V,,,658000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 8.0/32 Ec ST LP,11895,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 8.0/32 Ef ST LP,hds_ef_st_lp_32_8,default,simple,,HDS 8.0/32 Ef ST LP,,1.109-791.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","LPG Heated
",,8,3200,,,1840,,KX1036R,,,26,,,,,20,1458,,575V,,,658000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 8.0/32 Ef ST LP,11995,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 8.0/32 Eh ST LP,hds_eh_st_lp_32_8,default,simple,,HDS 8.0/32 Eh ST LP,,1.109-792.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","LPG Heated
",,8,3200,,,1840,,KX1036R,,,52,,,,,20,1458,,208V,,,658000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 8.0/32 Eh ST LP,11995,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 9.5/30 Eb ST LP,hds_eb_st_lp_30_95,default,simple,,HDS 9.5/30 Eb ST LP,,1.109-793.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","LPG Heated
",,9.5,3000,,,1910,,KX1036R,,,52,,,,,20,1650,,230V,,,775000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 9.5/30 Eb ST LP,12795,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 9.5/30 Ec ST LP,hds_ec_st_lp_30_95,default,simple,,HDS 9.5/30 Ec ST LP,,1.109-794.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","LPG Heated
",,9.5,3000,,,1910,,Kärcher KM,,,26,,,,,20,1650,,460V,,,775000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 9.5/30 Ec ST LP,12795,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 9.5/30 Ef ST LP,hds_ef_st_lp_30_95,default,simple,,HDS 9.5/30 Ef ST LP,,1.109-795.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","LPG Heated
",,9.5,3000,,,1910,,Kärcher KM,,,26,,,,,20,1650,,575V,,,775000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 9.5/30 Ef ST LP,12995,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 9.5/30 Eh ST LP,hds_eh_st_lp_30_95,default,simple,,HDS 9.5/30 Eh ST LP,,1.109-796.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Stationary Pressure Washers
","LPG Heated
",,9.5,3000,,,1910,,Kärcher KM,,,52,,,,,20,1650,,208V,,,775000,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgaktnRkUtT0Zybnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.917-508.0, 8.921-832.0, 8.921-774.0, 8.922-157.0, 8.917-507.0, 8.917-509.0, 8.917-817.0, 8.921-773.0, 8.921-776.0, 8.717-730.0, 8.753-478.0, 8.753-707.0, 9.801-040.0, 8.753-474.0, 8.753-706.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 9.5/30 Eh ST LP,12995,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 3.9/20 Ea,hds_ea_20,default,simple,,HDS 3.9/20 Ea,,1.575-505.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Portable Pressure Washers
","Diesel Heated
",,3.9,2000,,,660,,Kärcher KM,,,29,,,,,6,,,230V / 1ph,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgU3RxY20zM1NUV0k&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"9.801-007.0, 9.801-008.0, 9.804-512.0, 9.804-514.0, 9.801-006.0, 9.804-513.0, 9.804-515.0, 9.801-009.0, 9.801-023.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 3.9/20 Ea,6468,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,NG_Classic-01 (23).jpg,Liberty NG or LP Cabinet 2-01.jpg;Liberty NG or LP Cabinet 4-01.jpg
HDS 3.5/30 Ea,hds_ea_30,default,simple,,HDS 3.5/30 Ea,,1.575-508.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Portable Pressure Washers
","Diesel Heated
",,3.5,3000,,,690,,Kärcher KT,,,36,,,,,7.5,,,230V / 1ph,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgU3RxY20zM1NUV0k&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"9.801-007.0, 9.801-008.0, 9.804-512.0, 9.804-514.0, 9.801-006.0, 9.804-513.0, 9.804-515.0, 9.801-009.0, 9.801-023.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 3.5/30 Ea,7079,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,1.575-505.0_HDS_39-20_Ea-01.jpg,1.575-505.0_HDS_39-20_Ea-01.jpg,1.575-505.0_HDS_39-20_Ea-01.jpg,
HDS 3.5/30 Eb,hds_eb_30,default,simple,,HDS 3.5/30 Eb,,1.575-509.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Portable Pressure Washers
","Diesel Heated
",,3.5,3000,,,605,,Kärcher KT,,,25,,,,,7.5,,,230V / 3ph,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgU3RxY20zM1NUV0k&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"9.801-007.0, 9.801-008.0, 9.804-512.0, 9.804-514.0, 9.801-006.0, 9.804-513.0, 9.804-515.0, 9.801-009.0, 9.801-023.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 3.5/30 Eb,7009,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,1.575-505.0_HDS_39-20_Ea-01.jpg,1.575-505.0_HDS_39-20_Ea-01.jpg,1.575-505.0_HDS_39-20_Ea-01.jpg,
HDS 3.5/30 Ec,hds_ec_30,default,simple,,HDS 3.5/30 Ec,,1.575-510.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Electric Powered Pressure Washer
","Portable Pressure Washers
","Diesel Heated
",,3.5,3000,,,605,,Kärcher KT,,,13,,,,,7.5,,,460V / 3ph,,,,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgU3RxY20zM1NUV0k&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"9.801-007.0, 9.801-008.0, 9.804-512.0, 9.804-514.0, 9.801-006.0, 9.804-513.0, 9.804-515.0, 9.801-009.0, 9.801-023.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 3.5/30 Ec,7009,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,1.575-505.0_HDS_39-20_Ea-01.jpg,1.575-505.0_HDS_39-20_Ea-01.jpg,1.575-505.0_HDS_39-20_Ea-01.jpg,
HDS 3.9/30 Pe Cage,hds_pe_cage_30_39,default,simple,,HDS 3.9/30 Pe Cage,,1.575-600.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Gas Powered Pressure Washer
","Stationary Pressure Washers
","Diesel Heated
",,3.9,3000,,,805,,Kärcher KT,,389,,,,,Honda GX390,,,,,,,,12V DC,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgdndWY3FkQnczdnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.903-430.0, 9.801-003.0, 8.904-051.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 3.9/30 Pe Cage,8174,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,1.575-505.0_HDS_39-20_Ea-01.jpg,1.575-505.0_HDS_39-20_Ea-01.jpg,1.575-505.0_HDS_39-20_Ea-01.jpg,
HDS 4.8/30 Pe Cage,hds_pe_cage_30_48,default,simple,,HDS 4.8/30 Pe Cage,,1.575-601.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Gas Powered Pressure Washer
","Stationary Pressure Washers
","Diesel Heated
",,4.8,3000,,,854,,Kärcher KT,,479,,,,,Vanguard 16,,,,,,,,12V DC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgdndWY3FkQnczdnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.903-430.0, 9.801-003.0, 8.904-051.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 4.8/30 Pe Cage,8830,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,1.575-601.0_HDS_48-30_Pe_Cage-01.jpg,1.575-601.0_HDS_48-30_Pe_Cage-01.jpg,1.575-601.0_HDS_48-30_Pe_Cage-01.jpg,
HDS 4.8/30 Pe Cage,hds_pe_cage_30_49,default,simple,,HDS 4.8/30 Pe Cage,,1.575-602.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Gas Powered Pressure Washer
","Stationary Pressure Washers
","Diesel Heated
",,4.8,3000,,,945,,Kärcher KT,,479,,,,,Vanguard 16,,,,,,,,120V AC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgdndWY3FkQnczdnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.903-430.0, 9.801-003.0, 8.904-051.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 4.8/30 Pe Cage,9743,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,1.575-601.0_HDS_48-30_Pe_Cage-01.jpg,1.575-601.0_HDS_48-30_Pe_Cage-01.jpg,1.575-601.0_HDS_48-30_Pe_Cage-01.jpg,
HDS 4.7/35 Pe Cage,hds_35_pe_cage__47_1,default,simple,,HDS 4.7/35 Pe Cage,,1.575-603.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Gas Powered Pressure Washer
","Stationary Pressure Washers
","Diesel Heated
",,4.7,3500,,,855,,Kärcher KT,,688,,,,,Honda GX630,,,,,,,,12V DC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgdndWY3FkQnczdnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.903-430.0, 9.801-003.0, 8.904-051.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 4.7/35 Pe Cage,9661,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,1.575-601.0_HDS_48-30_Pe_Cage-01.jpg,1.575-601.0_HDS_48-30_Pe_Cage-01.jpg,1.575-601.0_HDS_48-30_Pe_Cage-01.jpg,
HDS 4.7/35 Pe Cage,hds_35_pe_cage__47_2,default,simple,,HDS 4.7/35 Pe Cage,,1.575-604.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Gas Powered Pressure Washer
","Stationary Pressure Washers
","Diesel Heated
",,4.7,3500,,,905,,Kärcher KT,,688,,,,,Honda GX630,,,,,,,,120V AC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgdndWY3FkQnczdnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.903-430.0, 9.801-003.0, 8.904-051.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 4.7/35 Pe Cage,10860,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,1.575-601.0_HDS_48-30_Pe_Cage-01.jpg,1.575-601.0_HDS_48-30_Pe_Cage-01.jpg,1.575-601.0_HDS_48-30_Pe_Cage-01.jpg,
HDS 5.6/35 Pe Cage,hds_35_pe_cage_56_1,default,simple,,HDS 5.6/35 Pe Cage,,1.575-605.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Gas Powered Pressure Washer
","Stationary Pressure Washers
","Diesel Heated
",,5.6,3500,,,852,,Kärcher KT,,688,,,,,Honda GX660,,,,,,,,12V DC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgdndWY3FkQnczdnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.903-430.0, 9.801-003.0, 8.904-051.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 5.6/35 Pe Cage,10609,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,1.575-601.0_HDS_48-30_Pe_Cage-01.jpg,1.575-601.0_HDS_48-30_Pe_Cage-01.jpg,1.575-601.0_HDS_48-30_Pe_Cage-01.jpg,
HDS 5.6/35 Pe Cage,hds_35_pe_cage_56_2,default,simple,,HDS 5.6/35 Pe Cage,,1.575-606.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Gas Powered Pressure Washer
","Stationary Pressure Washers
","Diesel Heated
",,5.6,3500,,,970,,Kärcher KM,,688,,,,,Honda GX660,,,,,,,,120V AC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgdndWY3FkQnczdnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.903-430.0, 9.801-003.0, 8.904-051.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 5.6/35 Pe Cage,11577,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,1.575-601.0_HDS_48-30_Pe_Cage-01.jpg,1.575-601.0_HDS_48-30_Pe_Cage-01.jpg,1.575-601.0_HDS_48-30_Pe_Cage-01.jpg,
HDS 5.6/35 De Cage,hds_35_pe_cage_56_3,default,simple,,HDS 5.6/35 De Cage,,1.575-609.0,Equipment,"Pressure Washing Equipment
","
",Karcher,"Hot Water Pressure Washer
","Diesel Powered Pressure Washer
","Stationary Pressure Washers
","Diesel Heated
",,5.6,3500,,,1200,,Kärcher KM,,1028,,,,,Kohler KDW1003,,,,,,,,12V DC,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,http://drive.google.com/uc?export=view&id=0B1jYJotztiSgdndWY3FkQnczdnc&authuser=0,"General
","
","
","
","
","
","
","
","
","
",,"8.903-430.0, 9.801-003.0, 8.904-051.0","
","
","
","
","
","
","
","
",,,"5, 9",HDS 5.6/35 De Cage,17595,Pressure Washing Equipment,Pressure Washing Equipment,1000,1,1,4,1.575-601.0_HDS_48-30_Pe_Cage-01.jpg,1.575-601.0_HDS_48-30_Pe_Cage-01.jpg,1.575-601.0_HDS_48-30_Pe_Cage-01.jpg,
